Authors,Title,Year,DOI,Link,Author Keywords
"Bourdin C., Bock O.","Sensorimotor adaptation to inertial forces in a multi-force environment does not depend on the number of targets: Indirect validation of the altered-proprioception hypothesis",2006,"10.1016/j.neulet.2006.07.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749534833&doi=10.1016%2fj.neulet.2006.07.072&partnerID=40&md5=f6425ff88924081ac73c32384cce2b0e","Centrifugal force; Coriolis force; Generalization; Proprioception; Sensorimotor adaptation"
"Seidler R.D., Noll D.C., Chintalapati P.","Bilateral basal ganglia activation associated with sensorimotor adaptation",2006,"10.1007/s00221-006-0571-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750355308&doi=10.1007%2fs00221-006-0571-y&partnerID=40&md5=715b141dfd8efa29fe23c331b604f1ce","Adaptation; Basal ganglia; Motor learning; Spatial processing"
"Seidler R.D.","Differential effects of age on sequence learning and sensorimotor adaptation",2006,"10.1016/j.brainresbull.2006.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749259816&doi=10.1016%2fj.brainresbull.2006.06.008&partnerID=40&md5=f7db8c9de8483850cd1e5a76f345143f","Adaptation; Aging; Elderly; Motor learning; Sequence learning"
"Bunday K.L., Reynolds R.F., Kaski D., Rao M., Salman S., Bronstein A.M.","The effect of trial number on the emergence of the 'broken escalator' locomotor aftereffect",2006,"10.1007/s00221-006-0446-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748479149&doi=10.1007%2fs00221-006-0446-2&partnerID=40&md5=308361f9b9805fb67c17bdb9a2928885","Aftereffects; Falls; Fear; Locomotion; Motor adaptation"
"Pipereit K., Bock O., Vercher J.-L.","The contribution of proprioceptive feedback to sensorimotor adaptation",2006,"10.1007/s00221-006-0417-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748343174&doi=10.1007%2fs00221-006-0417-7&partnerID=40&md5=6123962bc7d9a9bf6fc104d1bba5e74b","Deafferentation; Manual pointing; Motor learning; Proprioception; Vibration"
"Säfström D., Edin B.B.","Acquiring and adapting a novel audiomotor map in human grasping",2006,"10.1007/s00221-006-0394-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747096304&doi=10.1007%2fs00221-006-0394-x&partnerID=40&md5=71622ad486e25c44a191210c81849476","Adaptation; Grasping; Learning; Psychomotor performance; Reaching"
"Luauté J., Michel C., Rode G., Pisella L., Jacquin-Courtois S., Costes N., Cotton F., Le Bars D., Boisson D., Halligan P., Rossetti Y.","Functional anatomy of the therapeutic effects of prism adaptation on left neglect",2006,"10.1212/01.wnl.0000219614.33171.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745889005&doi=10.1212%2f01.wnl.0000219614.33171.01&partnerID=40&md5=7fe64bea5ceebf61e374c3f91383608d",
"Caselli P., Conforto S., Schmid M., Accornero N., D'Alessio T.","Difference in sensorimotor adaptation to horizontal and vertical mirror distortions during ballistic arm movements",2006,"10.1016/j.humov.2005.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744945554&doi=10.1016%2fj.humov.2005.12.003&partnerID=40&md5=92a7c7c639d6140ea144767322bf3be4","Adaptation; Arm motor performance; Visual feedback"
"Huang M.A., Ciuffreda K.J.","Short-term adaptation to vertical yoked prisms",2006,"10.1097/01.opx.0000214298.73085.b5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646458837&doi=10.1097%2f01.opx.0000214298.73085.b5&partnerID=40&md5=556922f4c7f2315fb83e923be3c3869e","Acquired brain injury; Corrective lenses; Motor adaptation; Perceptual adaptation; Yoked prisms"
"Lee J.-H., Van Donkelaar P.","The human dorsal premotor cortex generates on-line error corrections during sensorimotor adaptation",2006,"10.1523/JNEUROSCI.3898-05.2006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645226975&doi=10.1523%2fJNEUROSCI.3898-05.2006&partnerID=40&md5=fe88739df54a5bd322b455896a022015","Human; Learning; Premotor cortex; Sensorimotor adaptation; TMS; Training"
"Bock O., Girgenrath M.","Relationship between sensorimotor adaptation and cognitive functions in younger and older subjects",2006,"10.1007/s00221-005-0153-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644822415&doi=10.1007%2fs00221-005-0153-4&partnerID=40&md5=01e42815a6332bbd25ab96fdfb564dac","Aftereffects; Aging; Humans; Plasticity; Recalibration; Strategic control"
"Bompas A., O'Regan J.K.","More evidence for sensorimotor adaptation in color perception",2006,"10.1167/6.2.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644776497&doi=10.1167%2f6.2.5&partnerID=40&md5=0306e57aee00a019bc65748cd1ab240b","Adaptation; Color; Eye movements; Sensorimotor"
"Synofzik M., Thier P., Lindner A.","Internalizing agency of self-action: Perception of one's own hand movements depends on an adaptable prediction about the sensory action outcome",2006,"10.1152/jn.00104.2006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748543926&doi=10.1152%2fjn.00104.2006&partnerID=40&md5=74f888a4b21217353702c6075eb07649",
"Paz R., Natan C., Boraud T., Bergman H., Vaadia E.","Emerging patterns of neuronal responses in supplementary and primary motor areas during sensorimotor adaptation",2005,"10.1523/JNEUROSCI.0164-05.2005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044434158&doi=10.1523%2fJNEUROSCI.0164-05.2005&partnerID=40&md5=d8f08864d2345a3eb548ef39119483b9","Extracellular; Monkeys; Motor cortex; Motor learning; Plasticity; Unsupervised clustering; Visuomotor rotations"
"Bresciani J.-P., Gauthier G.M., Vercher J.-L., Blouin J.","On the nature of the vestibular control of arm-reaching movements during whole-body rotations",2005,"10.1007/s00221-005-2263-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044513563&doi=10.1007%2fs00221-005-2263-4&partnerID=40&md5=40aa043d774624eb8f21f3ff45616e05","Reaching movement; Sensorimotor transformation; Spatial updating; Vestibular signals; Whole-body rotation"
"Bock O., Thomas M., Grigorova V.","The effect of rest breaks on human sensorimotor adaptation",2005,"10.1007/s00221-005-2231-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-18844403192&doi=10.1007%2fs00221-005-2231-z&partnerID=40&md5=42c0fe9d8d7bec89aa712f130cf6f466","Adaptation; Distributed practice; Humans; Massed practice; Motor learning; Sensorimotor integration"
"Marotta J.J., Keith G.P., Crawford J.D.","Task-specific sensorimotor adaptation to reversing prisms",2005,"10.1152/jn.00859.2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12544253978&doi=10.1152%2fjn.00859.2004&partnerID=40&md5=808ae2dbfeaff98050606e0b61dd1c72",
"Seidler R.D.","Differential transfer processes in incremental visuomotor adaptation",2005,"10.1123/mcj.9.1.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17844379752&doi=10.1123%2fmcj.9.1.40&partnerID=40&md5=0eca9b1214be9508e3f0763d4ac1adac","Direction; Motor learning; Position; Sensorimotor adaptation"
"Boulet C., Lemay M., Bédard M.-A., Chouinard M.-J., Chouinard S., Richer F.","Early Huntington's disease affects movements in transformed sensorimotor mappings",2005,"10.1016/j.bandc.2004.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-15044353653&doi=10.1016%2fj.bandc.2004.09.001&partnerID=40&md5=285ae03b2ec709bae4b4a43626d06b42","Attention; Cognitive control; Planning; Sensorimotor adaptation; Visuomotor mapping; Voluntary movement"
"Bock O.","Components of sensorimotor adaptation in young and elderly subjects",2005,"10.1007/s00221-004-2133-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12144280839&doi=10.1007%2fs00221-004-2133-5&partnerID=40&md5=4ff506abf37a049330a95c3413aa584c","Aging; Manual pointing; Manual tracking; Motor learning; Transfer"
"Caithness G., Osu R., Bays P., Chase H., Klassen J., Kawato M., Wolpert D.M., Flanagan J.R.","Failure to consolidate the consolidation theory of learning for sensorimotor adaptation tasks",2004,"10.1523/JNEUROSCI.2214-04.2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-5444270048&doi=10.1523%2fJNEUROSCI.2214-04.2004&partnerID=40&md5=df9f7398709eb760b361df0ba8481306","Arm movement; Force field; Internal models; Motor learning; Retrograde interference; Visuomotor rotation"
"Säfström D., Edin B.B.","Task requirements influence sensory integration during grasping in humans",2004,"10.1101/lm.71804","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2542555123&doi=10.1101%2flm.71804&partnerID=40&md5=062823cfb9990cc81e06b8498ea1cc48",
"Paloski W.H., Black F.O., Metter E.J.","Postflight balance control recovery in an elderly astronaut: A case report",2004,"10.1097/00129492-200401000-00011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342434186&doi=10.1097%2f00129492-200401000-00011&partnerID=40&md5=3c7e31f87d1142d3aa67ca05bfa39acb","Adaptation; Astronaut; Balance; Elderly; Plasticity; Posturography; Space flight"
"Bock O., Abeele S., Eversheim U.","Sensorimotor Performance and Computational Demand during Short-term Exposure to Microgravity",2003,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347384018&partnerID=40&md5=73a46b853d0eb0be31b442b4326cf409","Adaptation; Dual-task interference; Parabolic flight; Resources; Workload"
"Bock O.","Sensorimotor adaptation to visual distortions with different kinematic coupling",2003,"10.1007/s00221-003-1553-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042663963&doi=10.1007%2fs00221-003-1553-y&partnerID=40&md5=98bd17b814fd4658b0b519ae727d39b7","Distributed learning; Interference; Kinematics; Motor learning; Sensorimotor integration; Sequential adaptation"
"Abeele S., Bock O.","Transfer of sensorimotor adaptation between different movement categories",2003,"10.1007/s00221-002-1317-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037213652&doi=10.1007%2fs00221-002-1317-0&partnerID=40&md5=4598e96f8ef443531b4014dd29a25ebe","Manual pointing; Manual tracking; Motor learning; Sensorimotor adaptation; Transfer"
"DiZio P., Lackner J.R.","Sensorimotor aspects of high-speed artificial gravity III: Sensorimotor adaptation",2002,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141651810&partnerID=40&md5=9edf720b7ec340a5b8d80ebb40d78c7a","Arm; Artificial gravity; Coriolis force; Disorientation; Head; Motion sickness; Sensorimotor; Vestibular"
"Earhart G.M., Fletcher W.A., Horak F.B., Block E.W., Weber K.D., Suchowersky O., Jones G.M.","Does the cerebellum play a role in podokinetic adaptation?",2002,"10.1007/s00221-002-1238-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036387262&doi=10.1007%2fs00221-002-1238-y&partnerID=40&md5=5f5a612b1be78f47511ea22a81b3027c","Cerebellum; Locomotion; Podokinetic; Sensorimotor adaptation"
"Richter H., Magnusson S., Imamura K., Fredrikson M., Okura M., Watanabe Y., Långström B.","Long-term adaptation to prism-induced inversion of the retinal images",2002,"10.1007/s00221-002-1097-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036268265&doi=10.1007%2fs00221-002-1097-6&partnerID=40&md5=cc0ba7f46e1dae5d22592f320e42f5d9","Attention; Experience dependent plasticity; Mental rotation; Motor imagery; Posterior parietal lobule; Sensorimotor adaptation"
"Van Beers R.J., Wolpert D.M., Haggard P.","When feeling is more important than seeing in sensorimotor adaptation",2002,"10.1016/S0960-9822(02)00836-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037076216&doi=10.1016%2fS0960-9822%2802%2900836-9&partnerID=40&md5=77cb7849fff8fdb2468988fce3b8404d",
"Jansen-Osmann P., Richter S., Konczak J., Kalveram K.-T.","Force adaptation transfers to untrained workspace regions in children: Evidence for developing inverse dynamic motor models",2002,"10.1007/s00221-001-0982-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036199163&doi=10.1007%2fs00221-001-0982-8&partnerID=40&md5=ad3876eb4e6290354d18e8c2293cf7d3","Development; Human; Motor control; Motor learning; Sensorimotor adaptation"
"Roller C.A., Cohen H.S., Kimball K.T., Bloomberg J.J.","Effects of normal aging on visuo-motor plasticity",2002,"10.1016/S0197-4580(01)00264-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036147476&doi=10.1016%2fS0197-4580%2801%2900264-0&partnerID=40&md5=cf169023613bd5ef743b656c4a21a243","Aging; Multilevel analysis; Neural plasticity; Prisms; Sensorimotor adaptation; Visual-motor rearrangement; Visuo-motor plasticity"
"Bock O., Schneider S.","Sensorimotor adaptation in young and elderly humans",2002,"10.1016/S0149-7634(02)00063-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036858059&doi=10.1016%2fS0149-7634%2802%2900063-5&partnerID=40&md5=44f35b6f5fd8fea8ce54aad589fd6cf4","Aging; Consolidation; Internal models; Manual tracking; Sensorimotor adaptation; Sequential adaptation; Strategic processing; Workload"
"Houde J.F., Jordan M.I.","Sensorimotor adaptation of speech I: Compensation and adaptation",2002,"10.1044/1092-4388(2002/023)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036223857&doi=10.1044%2f1092-4388%282002%2f023%29&partnerID=40&md5=67d65260fc4b871ac9a954e21d21e86f","Adaptation; Articulation; Hearing; Perception; Speech"
"Edgerton V.R., McCall G.E., Hodgson J.A., Gotto J., Goulet C., Fleischmann K., Roy R.R.","Sensorimotor adaptations to microgravity in humans",2001,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035746023&partnerID=40&md5=8e20bd12e10878be39f86ceadb101d67","Antagonist co-activation; Chronic electromyography; Force estimation; Microgravity; Motor control; Space flight"
"Abeele S., Bock O.","Sensorimotor adaptation to rotated visual input: Different mechanisms for small versus large rotations",2001,"10.1007/s002210100846","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034784579&doi=10.1007%2fs002210100846&partnerID=40&md5=fa61e1634d5d46cd7102144aba3c5d57","Adaptation; Discordance; Manual tracking; Mental rotation; Motor learning"
"Abeele S., Bock O.","Mechanisms for sensorimotor adaptation to rotated visual input",2001,"10.1007/s002210100768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034911484&doi=10.1007%2fs002210100768&partnerID=40&md5=964e774525e71df01e3a1222bdcf3d38","Adaptation; Discordance; Manual tracking; Mental rotation; Motor learning"
"Bock O., Schneider S., Bloomberg J.","Conditions for interference versus facilitation during sequential sensorimotor adaptation",2001,"10.1007/s002210100704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035009474&doi=10.1007%2fs002210100704&partnerID=40&md5=86349e3a5f2dbf1312cf985e20a19ebc","Humans; Motor learning; Sensorimotor adaptation; Sensorimotor integration; Tracking"
"Cunningham D.W., Billock V.A., Tsou B.H.","Sensorimotor adaptation to violations of temporal contiguity",2001,"10.1111/1467-9280.d01-17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035512458&doi=10.1111%2f1467-9280.d01-17&partnerID=40&md5=b3a06ae5bf1c890b6208b52932ebb556",
"O'Regan J.K., Noë A.","A sensorimotor account of vision and visual consciousness",2001,"10.1017/S0140525X01000115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035495009&doi=10.1017%2fS0140525X01000115&partnerID=40&md5=0aca56f715194993ee322fa45077f358","Action; Change blindness; Consciousness; Experience; Perception; Qualia; Sensation; Sensorimotor"
"Baroni G., Pedrocchi A., Ferrigno G., Massion J., Pedotti A.","Static and dynamic postural control in long-term microgravity: Evidence of a dual adaptation",2001,"10.1152/jappl.2001.90.1.205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035168981&doi=10.1152%2fjappl.2001.90.1.205&partnerID=40&md5=087b7bdc51c53aab204df688df2f0553","Motion analysis; Motor control; Posture; Sensorimotor adaptation"
"Simon L., Káldy D., Heja G., Kiss T., Bakó T.","Morphometric analysis of dendritic tree of cerebellar Purkinje-cells.",2000,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037984021&partnerID=40&md5=5fdf9edc1fa84aca69c7750163e3bc29",
"Hermsdörfer J., Marquardt C., Philipp J., Zierdt A., Nowak D., Glasauer S., Mai N.","Moving weightless objects. Grip force control during microgravity",2000,"10.1007/s002219900325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034000271&doi=10.1007%2fs002219900325&partnerID=40&md5=37b0320f62fe073ce65c8f2169ce9fda","Force control; Grip force; Human; Hypergravity; Microgravity; Parabolic flight; Sensorimotor adaptation; Weightlessness"
"Baroni G., Ferrigno G., Rabuffetti M., Pedotti A., Massion J.","Long-term adaptation of postural control in microgravity",1999,"10.1007/s002210050862","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032840170&doi=10.1007%2fs002210050862&partnerID=40&md5=15553ac6e16e95c59e5019e4fc1167ac","Life science; Long-term space flights; Microgravity; Posture; Three-dimensional motion analysis"
"Smetanin B.N., Popov K.E.","Influence of adaptation to horizontal body position on pointing errors and visual estimation of a target position in humans",1999,"10.1007/BF02515095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27544494842&doi=10.1007%2fBF02515095&partnerID=40&md5=da93f4c199fa31f86998ef14cff997bc",
"Houde J.F., Jordan M.I.","Sensorimotor adaptation in speech production",1998,"10.1126/science.279.5354.1213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032549097&doi=10.1126%2fscience.279.5354.1213&partnerID=40&md5=c1cb9fb81e97d51d098972dc63c0b5d2",
"Biocca F.A., Rolland J.P.","Virtual eyes can rearrange your body: Adaptation to visual displacement in see-through, head-mounted displays",1998,"10.1162/105474698565703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040759188&doi=10.1162%2f105474698565703&partnerID=40&md5=c520ae75b567760fc16c980c5ecc26de",
"Berger M., Mescheriakov S., Molokanova E., Lechner-Steinleitner S., Seguer N., Kozlovskaya I.","Pointing arm movements in short- and long-term spaceflights",1997,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030885992&partnerID=40&md5=768e7113e1152d4fe47c15fe36832169",
"Clower D.M., Hoffman J.M., Votaw J.R., Faber T.L., Woods R.P., Alexander G.E.","Role of posterior parietal cortex in the recalibration of visually guided reaching",1996,"10.1038/383618a0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029859969&doi=10.1038%2f383618a0&partnerID=40&md5=ac7b4ae7af5d4917a025d291e58ff053",
"Simon L., Laczko L., Csotai J.","Basic cerebellar events relating sensorimotor adaptation--structural analysis on extracellular records of Purkinje cells.",1995,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029420755&partnerID=40&md5=43252d9e23d58bfcf9fd88e9b4c14359",
